Sr,Date,month,year,Index,Open,High,Low,Close,Volume,Adjusted,RSI,pSAR
38,27-02-2007,Feb,2007,TM,138,138,130.020004,132.970001,1295300,105.952637,34.64,170.15
39,28-02-2007,Feb,2007,TM,135.149994,135.389999,132.580002,133.600006,1209200,106.45462,27.09,169.77
40,01-03-2007,Mar,2007,TM,130.509995,131.720001,127.769997,131.279999,1642800,104.606003,33.96,166.78
41,02-03-2007,Mar,2007,TM,130.100006,130.720001,128.470001,129.089996,1116100,102.860977,30.05,164.26
42,05-03-2007,Mar,2007,TM,128.300003,129.490005,127.779999,127.910004,660400,101.920761,24.63,160.91
43,06-03-2007,Mar,2007,TM,132.449997,132.880005,131.380005,132.729996,926800,105.761391,31.63,157.41
44,07-03-2007,Mar,2007,TM,133.240005,133.779999,132.720001,132.919998,518300,105.912781,30.52,142.42
45,08-03-2007,Mar,2007,TM,134.979996,135.630005,134,134.440002,658300,107.12394,40.98,142.42
46,09-03-2007,Mar,2007,TM,134.300003,134.699997,132.889999,133.139999,465900,106.088074,38.93,142.98
47,12-03-2007,Mar,2007,TM,133.139999,133.720001,132.199997,133.399994,583900,106.295235,40.15,143.52
48,13-03-2007,Mar,2007,TM,133.399994,133.399994,130.5,130.75,511100,104.183693,42.82,156.48
49,14-03-2007,Mar,2007,TM,130,130.699997,127.82,129.979996,842400,103.57016,36.51,156.19
50,15-03-2007,Mar,2007,TM,130.479996,131.059998,130.110001,130.740005,419600,104.175743,36.7,155.9
51,16-03-2007,Mar,2007,TM,130.029999,131.130005,129.639999,129.899994,342100,103.506416,35.08,155.61
52,19-03-2007,Mar,2007,TM,130.460007,131.630005,130.429993,131.550003,314500,104.821159,40.74,141.75
53,20-03-2007,Mar,2007,TM,131.449997,132.5,131.449997,132.050003,327400,105.219543,42.18,142.04
54,21-03-2007,Mar,2007,TM,131.979996,133.529999,131.020004,133.529999,707200,106.398842,47.13,142.32
55,22-03-2007,Mar,2007,TM,132.759995,133.460007,132.029999,132.800003,537600,105.817169,54.17,143.12
56,23-03-2007,Mar,2007,TM,133.600006,133.669998,132.869995,133.179993,538200,106.119942,53.15,143.88
57,26-03-2007,Mar,2007,TM,132.75,132.779999,131.449997,132.699997,244800,105.737488,50.34,162.2
58,27-03-2007,Mar,2007,TM,131.5,131.5,130.520004,131.259995,301000,104.590057,#N/A,161.82
59,28-03-2007,Mar,2007,TM,130.559998,130.559998,128.630005,128.860001,875300,103.507278,46.54,160.94
60,29-03-2007,Mar,2007,TM,129.779999,130.179993,128.740005,129.949997,435800,104.382835,49.14,160.09
61,30-03-2007,Mar,2007,TM,128.5,129.190002,127.910004,128.160004,565700,102.945,50.77,158.41
62,02-04-2007,Apr,2007,TM,126.879997,127.349998,126.129997,126.919998,506400,101.948959,39.75,156.84
63,03-04-2007,Apr,2007,TM,125.699997,127.5,125.32,126.980003,1219800,101.997162,43.74,155.36
64,04-04-2007,Apr,2007,TM,127.650002,128.5,127.25,127.739998,665000,102.607643,46.59,153.98
65,05-04-2007,Apr,2007,TM,125.779999,126.970001,125.610001,126.489998,991700,101.603569,47.84,152.67
66,09-04-2007,Apr,2007,TM,126.75,126.800003,125.900002,126.290001,496300,101.442924,53.55,151.44
67,10-04-2007,Apr,2007,TM,125.900002,126.879997,125.589996,126.489998,930700,101.603569,53.83,132.21
68,11-04-2007,Apr,2007,TM,125.669998,125.730003,124.370003,124.540001,709900,100.037247,54.74,132.61
69,12-04-2007,Apr,2007,TM,123.849998,124.489998,123.269997,124.400002,532400,99.924774,52.24,133.01
70,13-04-2007,Apr,2007,TM,121,121.730003,120.809998,121.519997,1274600,97.611397,57.78,133.39
71,16-04-2007,Apr,2007,TM,121.150002,123.199997,120.919998,122.730003,1065300,98.583344,62.86,133.77
72,17-04-2007,Apr,2007,TM,122.330002,122.699997,121.830002,122.290001,876300,98.229904,60.54,134.14
73,18-04-2007,Apr,2007,TM,123.129997,124.190002,122.949997,123.660004,624700,99.33036,61.96,134.5
74,19-04-2007,Apr,2007,TM,123.440002,124.550003,123.029999,124.169998,805900,99.740021,60.73,135.26
75,20-04-2007,Apr,2007,TM,125.010002,126.110001,125.010002,125.93,932000,101.153755,65.3,136.63
76,23-04-2007,Apr,2007,TM,125,125.169998,124.75,124.870003,640200,100.302307,65.38,137.91
77,24-04-2007,Apr,2007,TM,124.790001,124.790001,123.620003,123.889999,562300,99.515114,68.21,139.11
78,25-04-2007,Apr,2007,TM,122.5,123.459999,121.989998,122.93,982200,98.74398,69.42,140.24
79,26-04-2007,Apr,2007,TM,121.900002,122.580002,121.5,122.349998,799800,98.278107,69.93,141.31
80,27-04-2007,Apr,2007,TM,122.349998,122.849998,121.959999,122,411800,97.996971,60.25,142.31
81,30-04-2007,Apr,2007,TM,122,122.709999,121.419998,121.419998,310100,97.531097,60.53,157.97
82,01-05-2007,May,2007,TM,121.739998,121.75,121.029999,121.529999,336300,97.619438,#N/A,157.66
83,02-05-2007,May,2007,TM,120.959999,120.980003,118.120003,120.32,1196000,96.647491,#N/A,157.05
84,03-05-2007,May,2007,TM,120.269997,120.669998,119.949997,120.400002,626900,96.711769,64.32,155.91
85,04-05-2007,May,2007,TM,120.519997,121.129997,120.410004,120.93,498200,97.137489,60.96,154.83
86,07-05-2007,May,2007,TM,121.129997,121.699997,120.93,121.529999,584000,97.619438,60.33,153.82
87,08-05-2007,May,2007,TM,120.639999,120.660004,119.730003,120.510002,506100,96.800117,56.86,152.87
88,09-05-2007,May,2007,TM,119.980003,120.010002,119.059998,119.269997,1003800,95.80407,57.04,151.98
89,10-05-2007,May,2007,TM,117.510002,118.089996,116.239998,116.800003,1303600,93.820045,55.68,151.4
90,11-05-2007,May,2007,TM,118.760002,120.25,118.660004,119.940002,764200,96.342255,56.56,151.4
91,14-05-2007,May,2007,TM,121.75,122.349998,121.300003,122.150002,925300,98.117462,61.37,150.6
92,15-05-2007,May,2007,TM,122.010002,123,121.510002,121.800003,604600,97.836334,59.64,148.91
93,16-05-2007,May,2007,TM,122,122.589996,121.870003,122.510002,881700,98.406624,63.63,147.37
94,17-05-2007,May,2007,TM,121.019997,122.07,120.959999,121.5,881500,97.595352,67,129.58
95,18-05-2007,May,2007,TM,122,122.239998,121.209999,121.830002,424300,97.860435,66.32,129.95
96,21-05-2007,May,2007,TM,120.849998,120.860001,120.230003,120.379997,1001800,96.695679,69.42,130.71
97,22-05-2007,May,2007,TM,119.610001,119.800003,119.120003,119.309998,560500,95.836205,70.51,131.81
98,23-05-2007,May,2007,TM,120.160004,120.889999,119.25,120.379997,602000,96.695679,65.84,133.5
99,24-05-2007,May,2007,TM,121.879997,121.940002,119.889999,120.32,631700,96.647491,60.27,135.05
100,25-05-2007,May,2007,TM,120.099998,120.480003,119.849998,120,384300,96.390472,63.73,136.48
101,29-05-2007,May,2007,TM,120.559998,121.099998,119.68,120.220001,747000,96.567169,67.14,152.88
102,30-05-2007,May,2007,TM,119.57,120.099998,119.25,120.050003,810300,96.430618,61.08,152.45
103,31-05-2007,May,2007,TM,120.389999,120.830002,119.919998,120.760002,416400,97.000931,64.71,152.02
104,01-06-2007,Jun,2007,TM,122.18,122.940002,122.019997,122.940002,804300,98.752029,64.81,151.11
105,04-06-2007,Jun,2007,TM,123.75,124.360001,123.129997,124.25,651000,99.804283,60.56,149.8
106,05-06-2007,Jun,2007,TM,124.940002,125.489998,124.769997,125.040001,807100,100.43885,62.13,147.02
107,06-06-2007,Jun,2007,TM,125.489998,125.489998,122.800003,123.360001,825900,99.089394,51.33,144.45
108,07-06-2007,Jun,2007,TM,124.519997,125.169998,122.68,123.129997,890100,98.904633,49.33,142.1
109,08-06-2007,Jun,2007,TM,122,124.699997,121.5,124.449997,672800,99.964928,45.79,139.93
110,11-06-2007,Jun,2007,TM,124.839996,124.900002,123.809998,123.989998,402700,99.595436,45.86,137.94
111,12-06-2007,Jun,2007,TM,122.889999,123.610001,122.300003,122.339996,372000,98.270073,47.09,115
112,13-06-2007,Jun,2007,TM,123.25,123.910004,122.93,123.809998,313800,99.450867,42.54,115.46
113,14-06-2007,Jun,2007,TM,123.5,124.019997,123.010002,123.720001,318200,99.378571,49.62,116.43
114,15-06-2007,Jun,2007,TM,125,125.559998,124.82,125.449997,495600,100.768181,49.79,117.35
115,18-06-2007,Jun,2007,TM,125.599998,125.599998,124.279999,124.989998,272600,100.398697,46.93,118.24
116,19-06-2007,Jun,2007,TM,125.230003,125.480003,124.720001,125.199997,232900,100.567368,54.66,119.1
117,20-06-2007,Jun,2007,TM,125.129997,125.43,123.379997,123.699997,585700,99.362495,58.03,119.92
118,21-06-2007,Jun,2007,TM,124.82,125,123.709999,124.989998,530200,100.398697,59.79,120.7
119,22-06-2007,Jun,2007,TM,124.050003,124.199997,122.599998,123.019997,285000,98.816277,57.66,121.46
120,25-06-2007,Jun,2007,TM,123.129997,124.120003,122.639999,123.110001,305200,98.888573,58.42,122.19
121,26-06-2007,Jun,2007,TM,124.419998,124.519997,123.330002,123.5,405900,99.201859,61.12,122.88
122,27-06-2007,Jun,2007,TM,123.160004,124.019997,122.709999,123.849998,651900,99.482971,57.78,124
123,28-06-2007,Jun,2007,TM,123.889999,125.150002,123.800003,124.669998,496400,100.141647,59.75,125.49
124,29-06-2007,Jun,2007,TM,126.150002,126.489998,125.260002,125.879997,545900,101.113586,63.43,127.3
125,02-07-2007,Jul,2007,TM,127.269997,128.199997,127,128.119995,511000,102.912872,62.66,129.36
126,03-07-2007,Jul,2007,TM,127.849998,128.330002,127.07,127.970001,237400,102.792397,66.86,132.16
127,05-07-2007,Jul,2007,TM,127.779999,127.779999,126.550003,127.190002,304600,102.165863,65.97,134.56
128,06-07-2007,Jul,2007,TM,126.349998,126.800003,126.059998,126.230003,305200,101.394737,68.98,136.63
129,09-07-2007,Jul,2007,TM,126.900002,127.300003,126.669998,126.93,197400,101.956985,71.97,139.47
130,10-07-2007,Jul,2007,TM,126.339996,126.510002,125.540001,125.709999,320300,100.977051,69.19,142.66
131,11-07-2007,Jul,2007,TM,125.529999,125.809998,125,125.669998,919700,100.944908,65.36,145.28
132,12-07-2007,Jul,2007,TM,125,126.349998,124.93,126.300003,383600,101.450958,70.8,146.3
133,13-07-2007,Jul,2007,TM,125.699997,126.339996,125.5,125.980003,283300,101.193916,74.99,146.3
134,16-07-2007,Jul,2007,TM,126.099998,126.389999,125.730003,125.839996,224600,101.081444,75.48,148.6
135,17-07-2007,Jul,2007,TM,124,124.470001,123.699997,123.970001,534900,99.579361,72.37,166
136,18-07-2007,Jul,2007,TM,122.25,122.669998,121.239998,122.610001,751400,98.486954,72.59,165.66
137,19-07-2007,Jul,2007,TM,123.690002,124.029999,123.459999,123.709999,342600,99.370522,77.02,164.81
138,20-07-2007,Jul,2007,TM,123.650002,123.769997,121.849998,122.910004,679600,98.727928,77.27,163.54
139,23-07-2007,Jul,2007,TM,122.910004,123.599998,122.779999,123.190002,289700,98.952835,80.37,161.58
140,24-07-2007,Jul,2007,TM,123.779999,123.779999,122.309998,122.489998,418000,98.390541,80.44,159.77
141,25-07-2007,Jul,2007,TM,123.389999,123.410004,121.5,122.290001,557900,98.229904,73.48,157.51
142,26-07-2007,Jul,2007,TM,122.32,122.349998,117.050003,119.199997,1258500,95.747833,75.68,154.46
143,27-07-2007,Jul,2007,TM,121.739998,121.739998,119.040001,120.480003,679900,96.776031,50.41,150.94
144,30-07-2007,Jul,2007,TM,122.120003,122.599998,121,121.790001,639300,97.828278,49.88,147.91
145,31-07-2007,Jul,2007,TM,121.489998,122.360001,120.5,120.629997,423700,96.896507,58.05,144.45
146,01-08-2007,Aug,2007,TM,120.379997,121.660004,117.620003,119.169998,1154000,95.723747,42.62,141.53
147,02-08-2007,Aug,2007,TM,118.010002,119.169998,117.620003,118.589996,776800,95.257874,43.55,139.09
148,03-08-2007,Aug,2007,TM,121.540001,121.540001,118.900002,118.900002,766400,95.506874,47.48,137.03
149,06-08-2007,Aug,2007,TM,121.989998,122.190002,118.809998,121.150002,797000,97.314186,43.05,126.24
150,07-08-2007,Aug,2007,TM,121.449997,122.900002,121.379997,122.410004,725500,98.326294,44.56,126.5
151,08-08-2007,Aug,2007,TM,122.489998,123.349998,122.239998,123.220001,506600,98.976921,53.01,127.03
152,09-08-2007,Aug,2007,TM,120.709999,121.209999,119.5,119.790001,899400,96.221779,48.57,127.53
153,10-08-2007,Aug,2007,TM,119.860001,120.190002,117.209999,119.330002,693200,95.852264,43.88,127.68
154,13-08-2007,Aug,2007,TM,119.919998,120.550003,119.400002,119.400002,350400,95.908508,47.06,139.7
155,14-08-2007,Aug,2007,TM,119.360001,119.370003,117.800003,117.989998,396000,94.775909,46.81,139.42
156,15-08-2007,Aug,2007,TM,117,117.489998,115.110001,115.260002,520800,92.583031,#N/A,138.77
157,16-08-2007,Aug,2007,TM,114.209999,115.529999,110,113.910004,1393700,91.498642,35.72,137.8
158,17-08-2007,Aug,2007,TM,113.580002,114.989998,111.910004,114.510002,1024100,91.980606,32.65,136.89
159,20-08-2007,Aug,2007,TM,114.519997,114.519997,112.610001,113.650002,823000,91.289803,40.53,136.4
160,21-08-2007,Aug,2007,TM,113.650002,114.980003,113.650002,114.489998,563700,91.964531,34.72,136.4
161,22-08-2007,Aug,2007,TM,114.510002,115.639999,114.5,115.309998,442500,92.623207,40.11,122.6
162,23-08-2007,Aug,2007,TM,115.099998,115.650002,114.879997,115.309998,403900,92.623207,38.44,122.94
163,24-08-2007,Aug,2007,TM,114.959999,116.75,114.720001,116.589996,231200,93.651352,43.43,123.76
164,27-08-2007,Aug,2007,TM,115.459999,116,115.110001,115.190002,230500,92.52681,49.96,124.95
165,28-08-2007,Aug,2007,TM,115,115.169998,112.940002,113.010002,274700,90.775719,50.95,126.07
166,29-08-2007,Aug,2007,TM,113.019997,114.980003,112.660004,114.809998,445800,92.221565,53.06,127.12
167,30-08-2007,Aug,2007,TM,112.699997,114.230003,112.370003,113.290001,322000,91.000618,55.87,128.11
168,31-08-2007,Aug,2007,TM,115.849998,116.400002,115.050003,115.68,392100,92.920395,58.49,129.04
169,04-09-2007,Sep,2007,TM,116.550003,117.169998,116.089996,116.949997,381900,93.940529,59.27,129.91
170,05-09-2007,Sep,2007,TM,115.489998,115.589996,114.5,115.269997,290500,92.591072,58.99,130.74
171,06-09-2007,Sep,2007,TM,114.75,116.089996,114.379997,115.480003,438400,92.75975,61.47,131.51
172,07-09-2007,Sep,2007,TM,114,114,112.629997,113.300003,352800,91.008667,60.63,132.75
173,10-09-2007,Sep,2007,TM,115.010002,115.010002,111.93,112.470001,409100,90.341957,60.47,134.43
174,11-09-2007,Sep,2007,TM,113.059998,113.68,112.93,113.25,253300,90.968506,59.35,135.94
175,12-09-2007,Sep,2007,TM,113.25,113.650002,112.599998,113.139999,370200,90.880135,59.33,137.75
176,13-09-2007,Sep,2007,TM,112.75,113.089996,112.269997,112.379997,547200,90.269669,61.76,139.34
177,14-09-2007,Sep,2007,TM,112.639999,113.5,112.260002,113.18,211000,90.91227,60.43,140.74
178,17-09-2007,Sep,2007,TM,112.5,113.019997,112.199997,112.669998,253500,90.502617,57.6,142.33
179,18-09-2007,Sep,2007,TM,111.660004,113.779999,111.470001,113.730003,440800,91.354065,61.86,145.86
180,19-09-2007,Sep,2007,TM,115.400002,116.330002,115.129997,115.459999,409100,92.743683,72.57,148.42
181,20-09-2007,Sep,2007,TM,115.459999,115.870003,114.599998,115.300003,609600,92.615166,73.23,150.42
182,21-09-2007,Sep,2007,TM,114.599998,115.330002,114.589996,115.059998,443100,92.422371,76.79,150.42
183,24-09-2007,Sep,2007,TM,115,116.5,114.150002,114.650002,431400,92.093063,79.84,164.4
184,25-09-2007,Sep,2007,TM,115,115.93,114.839996,115.300003,291300,92.615166,80.03,164.09
185,26-09-2007,Sep,2007,TM,115.300003,115.300003,113.5,114.889999,364100,93.253967,80.09,163.79
186,27-09-2007,Sep,2007,TM,115,116.07,115,115.879997,281700,94.057518,81.94,149
187,28-09-2007,Sep,2007,TM,117.599998,117.989998,116.800003,116.860001,290000,94.852982,82.55,149.39
188,01-10-2007,Oct,2007,TM,117.720001,118.870003,117.510002,118.75,478300,96.387047,83.88,149.77
189,02-10-2007,Oct,2007,TM,118.559998,119,117.510002,118.230003,398300,95.964973,#N/A,150.14
190,03-10-2007,Oct,2007,TM,117.980003,117.980003,115.379997,116.129997,663300,94.260445,87.05,168.38
191,04-10-2007,Oct,2007,TM,116.75,116.989998,115.940002,116.290001,490800,94.390297,86.77,167.98
192,05-10-2007,Oct,2007,TM,117.489998,118.540001,117.25,117.669998,285800,95.510422,83.71,167.58
193,08-10-2007,Oct,2007,TM,116.949997,117.360001,116.709999,117.360001,146400,95.258812,71.68,167.19
194,09-10-2007,Oct,2007,TM,115.5,115.940002,115,115.800003,427900,93.992569,79.36,166.81
195,10-10-2007,Oct,2007,TM,114.029999,114.589996,113.849998,114.120003,552700,92.628967,81.86,166.44
196,11-10-2007,Oct,2007,TM,114.5,115.07,113.150002,113.68,555200,92.271812,83.43,166.08
197,12-10-2007,Oct,2007,TM,112.089996,112.75,112.010002,112.629997,428400,91.419548,75.27,165.72
198,15-10-2007,Oct,2007,TM,110.050003,110.050003,107.68,108.110001,1417900,87.750771,80.44,148.2
199,16-10-2007,Oct,2007,TM,109,109.25,107.410004,108.900002,734200,88.391998,80.26,148.58
200,17-10-2007,Oct,2007,TM,107.709999,108,106.32,107.029999,724500,86.874153,72.4,148.96
201,18-10-2007,Oct,2007,TM,108.760002,109.099998,108.129997,108.980003,487400,88.456932,60.23,167.36
202,19-10-2007,Oct,2007,TM,107.5,108.040001,106.25,106.400002,649100,86.362793,53.88,166.97
203,22-10-2007,Oct,2007,TM,106.510002,107,105.410004,106.860001,775100,86.736176,52.5,166.09
204,23-10-2007,Oct,2007,TM,107.980003,108.980003,107.540001,108.339996,375800,87.937462,62.14,165.25
205,24-10-2007,Oct,2007,TM,106.900002,106.940002,104.5,106.07,882000,86.094955,62.77,163.93
206,25-10-2007,Oct,2007,TM,105.5,105.830002,104.769997,105.75,420200,85.835213,64.81,162.18
207,26-10-2007,Oct,2007,TM,108.650002,109.940002,107.82,109.730003,678600,89.065697,68.26,160.05
208,29-10-2007,Oct,2007,TM,112.110001,112.32,110.900002,111.989998,596800,90.900078,72.65,157.33
209,30-10-2007,Oct,2007,TM,111.800003,112.089996,111.199997,111.300003,298800,90.340027,70.73,154.21
210,31-10-2007,Oct,2007,TM,114.07,114.650002,112,114.440002,701100,92.88871,71.43,151.07
211,01-11-2007,Nov,2007,TM,115.449997,115.620003,113.989998,114.449997,783300,92.896828,69.51,148.44
212,02-11-2007,Nov,2007,TM,113,113.379997,111.739998,113,567100,91.719864,71.12,146.36
213,05-11-2007,Nov,2007,TM,111,112.940002,110.620003,111.639999,524200,90.615982,66.25,144.48
214,06-11-2007,Nov,2007,TM,111,112.120003,111,111.989998,496300,90.900078,62.94,134.62
215,07-11-2007,Nov,2007,TM,114.25,116,110.879997,111.709999,835900,90.672821,62.71,134.8
216,08-11-2007,Nov,2007,TM,112.5,112.5,107.519997,108.989998,867600,88.465042,58.09,135.32
217,09-11-2007,Nov,2007,TM,106.790001,108.720001,106.790001,107.860001,601600,87.547844,56.2,135.63
218,12-11-2007,Nov,2007,TM,108.199997,109.459999,107.449997,107.730003,608900,87.442337,53.75,135.63
219,13-11-2007,Nov,2007,TM,108.879997,111.32,108.879997,111.129997,603300,90.202042,57.16,136.12
220,14-11-2007,Nov,2007,TM,110.169998,112.139999,110.169998,111.120003,484000,90.193924,65.62,136.59
221,15-11-2007,Nov,2007,TM,111.150002,111.849998,109.760002,110.480003,486000,89.674431,64.17,137.04
222,16-11-2007,Nov,2007,TM,110.279999,111.269997,109.360001,110.199997,418300,89.447182,63.86,137.74
223,19-11-2007,Nov,2007,TM,109.75,110.349998,107.980003,108.800003,531100,88.310829,63.89,138.41
224,20-11-2007,Nov,2007,TM,109,111.290001,108.559998,110.07,655600,89.341667,56.29,139.32
225,21-11-2007,Nov,2007,TM,108.989998,108.989998,106.940002,108.080002,473100,87.726433,46.06,140.16
226,23-11-2007,Nov,2007,TM,108.099998,109.68,107.860001,109.400002,164000,88.797844,48.65,141.82
227,26-11-2007,Nov,2007,TM,108.400002,110.639999,108.400002,108.449997,421800,88.026718,53.87,143.32
228,27-11-2007,Nov,2007,TM,112,112.699997,110.470001,112.110001,1165000,90.997498,52.31,144.66
229,28-11-2007,Nov,2007,TM,110.550003,112.699997,110.389999,112.169998,514400,91.046188,48.66,145.87
230,29-11-2007,Nov,2007,TM,112,113.040001,111.980003,112.660004,396000,91.443909,49.46,146.96
231,30-11-2007,Nov,2007,TM,112.690002,113.75,111.959999,112.449997,458800,91.273468,55.14,147.95
232,03-12-2007,Dec,2007,TM,112,112.809998,110.610001,110.919998,402500,90.031586,59.09,157.56
233,04-12-2007,Dec,2007,TM,110,110.980003,110,110.720001,291500,89.869247,58.73,157.56
234,05-12-2007,Dec,2007,TM,110.889999,112.849998,110.889999,112.330002,402000,91.176064,61.83,156.78
235,06-12-2007,Dec,2007,TM,111.330002,113.559998,111.330002,113.419998,290600,92.060776,62.37,156.03
236,07-12-2007,Dec,2007,TM,114.25,114.559998,113.849998,114.209999,325700,92.702019,63.13,154.84
237,10-12-2007,Dec,2007,TM,113.589996,115.190002,113.589996,114.940002,530700,93.294548,62.19,153.72
238,11-12-2007,Dec,2007,TM,114.82,114.82,110.900002,110.970001,584300,90.072174,67.42,152.67
239,12-12-2007,Dec,2007,TM,112.800003,114.989998,111.660004,112.519997,520600,91.330254,69.49,136.24
240,13-12-2007,Dec,2007,TM,111,111.129997,109.690002,110.43,437800,89.633865,62.53,136.56
241,14-12-2007,Dec,2007,TM,109.540001,109.540001,106.010002,106.300003,1013800,86.281624,61.84,136.86
242,17-12-2007,Dec,2007,TM,106,106.910004,105.040001,105.190002,450000,85.380661,47.3,137.17
243,18-12-2007,Dec,2007,TM,105.75,106.769997,104.800003,106.290001,448500,86.273499,45.81,138.06
244,19-12-2007,Dec,2007,TM,105.559998,106.650002,105.040001,105.580002,461500,85.697227,46.28,139.56
245,20-12-2007,Dec,2007,TM,105.010002,106,105.010002,105.860001,393200,85.924477,47.12,141.59
246,21-12-2007,Dec,2007,TM,106.199997,107.459999,105.940002,107.400002,374100,87.174484,#N/A,143.44
247,24-12-2007,Dec,2007,TM,106.980003,107.510002,106.68,107.25,123500,87.052719,57.4,145.15
248,26-12-2007,Dec,2007,TM,108.230003,108.900002,107.650002,108.870003,449800,88.367645,60.63,146.73
249,27-12-2007,Dec,2007,TM,108.849998,109.120003,107.269997,107.519997,480300,87.271881,61.03,164.82
250,28-12-2007,Dec,2007,TM,107.25,107.669998,106.540001,106.599998,336100,86.525124,60.92,164.47
251,31-12-2007,Dec,2007,TM,106.5,106.949997,105.650002,106.169998,369100,86.176102,63.28,164.12
252,02-01-2008,Jan,2008,TM,106.599998,107.650002,106.019997,106.459999,373900,86.411499,64.97,163.79
253,03-01-2008,Jan,2008,TM,107.5,107.5,106.290001,106.900002,346200,86.768646,64.9,163.08
254,04-01-2008,Jan,2008,TM,105.760002,106.5,103.75,103.940002,560400,84.366066,68.83,162.4
255,07-01-2008,Jan,2008,TM,104,105.120003,103.720001,104.470001,581800,84.796249,69.02,161.13
256,08-01-2008,Jan,2008,TM,105.07,105.120003,102.870003,103.040001,453900,83.635544,69.38,158.43
257,09-01-2008,Jan,2008,TM,103.510002,106.440002,103.510002,106.239998,867800,86.232918,67.83,153.2
258,10-01-2008,Jan,2008,TM,103.199997,104.940002,102.75,104.379997,802500,84.723198,57.8,148.49
259,11-01-2008,Jan,2008,TM,102.510002,104.739998,102.510002,102.93,442600,83.546272,60.18,144.25
260,14-01-2008,Jan,2008,TM,103.010002,104.900002,103.010002,104.110001,385700,84.504044,60.55,106.1
261,15-01-2008,Jan,2008,TM,104,104,100.25,100.449997,861500,81.533295,50.5,106.94
262,16-01-2008,Jan,2008,TM,98.889999,100.260002,98.239998,99.260002,764100,80.567375,42.55,107.76
263,17-01-2008,Jan,2008,TM,100.790001,101.279999,98.32,98.599998,753200,80.031685,41.4,108.56
264,18-01-2008,Jan,2008,TM,99.75,100.839996,98.010002,99.699997,950400,80.924522,32.69,109.35
265,22-01-2008,Jan,2008,TM,91.919998,97.830002,91.209999,96.910004,1348300,78.65995,17.16,111.05
266,23-01-2008,Jan,2008,TM,94.989998,99.720001,94,99.25,1388700,80.55928,31.08,113.84
267,24-01-2008,Jan,2008,TM,99.370003,100.209999,98.540001,99.699997,570200,80.924522,28.22,116.47
268,25-01-2008,Jan,2008,TM,102.730003,104,101.199997,102,688700,82.791389,40.36,118.93
269,28-01-2008,Jan,2008,TM,102,102.349998,100.669998,102.199997,629400,82.953728,38.19,121.25
270,29-01-2008,Jan,2008,TM,103.739998,103.82,102.690002,103.82,462500,84.268654,38.41,123.43
271,30-01-2008,Jan,2008,TM,104.139999,106.199997,103.449997,104.720001,637700,84.999184,36.08,125.48
272,31-01-2008,Jan,2008,TM,107.809998,108.900002,106.379997,108.32,1733400,87.921204,35.47,127.4
273,01-02-2008,Feb,2008,TM,108.669998,109.800003,108.470001,109.800003,489800,89.122505,41.84,129.21
274,04-02-2008,Feb,2008,TM,109.900002,110.410004,109.019997,109.190002,396000,88.627365,46.48,130.91
275,05-02-2008,Feb,2008,TM,107.010002,107.010002,105.110001,105.370003,729400,85.526772,47.11,132.51
276,06-02-2008,Feb,2008,TM,109.32,110.629997,107.730003,107.779999,1096400,87.48291,42.8,134.01
277,07-02-2008,Feb,2008,TM,110.25,110.790001,108.730003,110.379997,1123000,89.593277,38.36,135.43
278,08-02-2008,Feb,2008,TM,109.050003,110.169998,107.839996,108.629997,407100,88.172844,38.07,136.75
279,11-02-2008,Feb,2008,TM,108.989998,110.519997,108.199997,110.290001,535400,89.520218,32.66,157.56
280,12-02-2008,Feb,2008,TM,111.25,113.169998,111.25,112.150002,774900,91.029961,32.3,157.17
281,13-02-2008,Feb,2008,TM,111.769997,111.769997,109.25,110.220001,632900,89.463409,35.93,156.79
282,14-02-2008,Feb,2008,TM,110.5,110.970001,109.150002,109.519997,361600,88.895218,45.34,156.41
283,15-02-2008,Feb,2008,TM,111.099998,111.650002,109.610001,110.989998,315800,90.088402,48.36,156.04
284,19-02-2008,Feb,2008,TM,116.93,117.589996,114.919998,116,933800,94.15493,47.76,155.68
285,20-02-2008,Feb,2008,TM,113.449997,113.839996,111.5,113.25,471500,91.922813,44.02,154.94
286,21-02-2008,Feb,2008,TM,113,113,110.800003,110.809998,479600,89.942307,45.38,153.87
287,22-02-2008,Feb,2008,TM,110.809998,111.239998,108.440002,110.730003,923000,89.877357,42.94,152.86
288,25-02-2008,Feb,2008,TM,111.309998,112.32,110.489998,112.139999,528100,91.021835,46.39,151.9
289,26-02-2008,Feb,2008,TM,110.699997,112.809998,110.18,112.139999,513000,91.021835,48.95,150.28
290,27-02-2008,Feb,2008,TM,112.050003,113.839996,112.050003,112.870003,749200,91.614372,48.89,147.48
291,28-02-2008,Feb,2008,TM,111.470001,111.470001,110.290001,110.57,410900,89.747498,49.56,144.97
292,29-02-2008,Feb,2008,TM,109.989998,109.989998,108.150002,108.550003,534000,88.10791,47.1,142.71
293,03-03-2008,Mar,2008,TM,108,109.160004,107.489998,109.080002,803800,88.538094,38.14,140.67
294,04-03-2008,Mar,2008,TM,106.779999,106.779999,104.169998,105.260002,902100,85.437469,35.74,138.83
295,05-03-2008,Mar,2008,TM,105.410004,106.400002,104.660004,105.599998,556700,85.71344,38.43,136.5
296,06-03-2008,Mar,2008,TM,104.839996,105.949997,104.040001,104.410004,660100,84.747551,#N/A,134.11
297,07-03-2008,Mar,2008,TM,104.419998,104.419998,102.690002,103.370003,692700,83.903381,34.37,119.4
